age,education,black,married,nodegree,re74,re75,re78,hispanic,sample,treat,educ_cat4,sample_id
52,10,0,1,1,20725.125,20819.662109375,0,0,CPS,0,1,2
52,10,0,1,1,21967.298828125,22099.7421875,22362.435546875,0,CPS,0,1,2
52,10,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,1,2
52,10,0,1,1,23568.01953125,25243.548828125,25564.669921875,0,CPS,0,1,2
41,9,0,1,1,18223.140625,16861.2578125,20663.05078125,0,CPS,0,1,2
45,18,0,1,0,4829.5927734375,25243.548828125,16074.7099609375,0,CPS,0,4,2
54,11,1,1,1,25862.322265625,25243.548828125,0,0,CPS,0,1,2
45,18,0,1,0,3644.236328125,5209.8388671875,0,0,CPS,0,4,2
34,18,0,1,0,25862.322265625,25243.548828125,11082.94921875,0,CPS,0,4,2
34,18,0,1,0,7911.51953125,18993.533203125,1232.4239501953125,0,CPS,0,4,2
34,18,0,1,0,25862.322265625,25243.548828125,12263.6533203125,0,CPS,0,4,2
34,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
34,18,0,1,0,16843.81640625,18388.40234375,19288.765625,0,CPS,0,4,2
34,18,0,1,0,20709.44921875,21251.12890625,20537.443359375,0,CPS,0,4,2
34,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
34,18,0,1,0,25862.322265625,25243.548828125,24847.97265625,0,CPS,0,4,2
34,18,0,1,0,2952.614990234375,3399.822509765625,25564.669921875,0,CPS,0,4,2
52,9,0,1,1,13801.0751953125,13688.806640625,0,0,CPS,0,1,2
52,9,0,1,1,0,0,0,0,CPS,0,1,2
52,9,0,1,1,8324.9248046875,8734.9833984375,6491.65283203125,0,CPS,0,1,2
41,8,0,1,1,9641.5517578125,19339.064453125,14814.208984375,0,CPS,0,1,2
41,8,0,1,1,16326.5703125,10179.7744140625,9751.517578125,0,CPS,0,1,2
55,7,0,1,1,0,0,0,1,CPS,0,1,2
51,16,1,1,0,6126.62744140625,7608.87109375,2500.3134765625,0,CPS,0,4,2
45,17,0,1,0,7055.31982421875,5809.5966796875,7081.265625,0,CPS,0,4,2
52,8,0,1,1,17829.328125,16291.935546875,3029.339599609375,0,CPS,0,1,2
48,8,1,1,1,18283.876953125,17410.88671875,20230.076171875,0,CPS,0,1,2
34,17,0,1,0,20995.50390625,23005.64453125,23993.845703125,0,CPS,0,4,2
34,17,0,1,0,25666.39453125,25243.548828125,25564.669921875,0,CPS,0,4,2
34,17,0,1,0,17678.46484375,18465.38671875,21036.916015625,0,CPS,0,4,2
34,17,0,1,0,3751.995849609375,3723.870849609375,5785.29931640625,0,CPS,0,4,2
34,17,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
52,8,0,1,1,15074.5986328125,11898.4833984375,21926.5078125,0,CPS,0,1,2
52,8,0,1,1,25862.322265625,13178.564453125,22616.60546875,0,CPS,0,1,2
52,8,0,1,1,0,0,0,0,CPS,0,1,2
52,8,0,1,1,25862.322265625,25243.548828125,23154.498046875,0,CPS,0,1,2
52,8,0,1,1,0,0,0,0,CPS,0,1,2
52,8,0,1,1,11792.8271484375,11019.435546875,14053.1796875,0,CPS,0,1,2
52,8,0,1,1,13589.474609375,13103.37109375,15334.369140625,0,CPS,0,1,2
52,8,0,1,1,15184.3173828125,15027.9677734375,15226.494140625,0,CPS,0,1,2
52,8,0,1,1,18389.677734375,21591.291015625,21923.55078125,0,CPS,0,1,2
16,9,0,1,1,0,0,0,0,CPS,0,1,2
41,7,0,1,1,8397.41796875,0,0,0,CPS,0,1,2
49,5,0,1,1,15928.8388671875,15101.37109375,6100.05517578125,0,CPS,0,1,2
49,5,0,1,1,25862.322265625,25243.548828125,0,0,CPS,0,1,2
52,7,0,1,1,14398.6513671875,17874.580078125,13932.005859375,0,CPS,0,1,2
49,10,0,1,1,16696.87109375,16995.533203125,17556.869140625,1,CPS,0,1,2
34,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
34,16,0,1,0,22946.93359375,25243.548828125,25564.669921875,0,CPS,0,4,2
34,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
34,16,0,1,0,10260.6806640625,5682.48388671875,5637.52685546875,0,CPS,0,4,2
34,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
34,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
34,16,0,1,0,25862.322265625,25243.548828125,5396.6572265625,0,CPS,0,4,2
34,16,0,1,0,22807.82421875,24522.048828125,25564.669921875,0,CPS,0,4,2
34,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
34,16,0,1,0,25860.36328125,25243.548828125,25564.669921875,0,CPS,0,4,2
34,16,0,1,0,7349.2099609375,18093,22553.0625,0,CPS,0,4,2
34,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
34,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
34,16,0,1,0,15411.5927734375,16034.12890625,19637.5078125,0,CPS,0,4,2
34,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
34,16,0,1,0,25862.322265625,22545.533203125,25564.669921875,0,CPS,0,4,2
55,5,0,1,1,16645.931640625,16932.87109375,18440.55078125,1,CPS,0,1,2
49,4,0,1,1,25862.322265625,0,25564.669921875,0,CPS,0,1,2
50,13,0,0,0,9567.099609375,9173.61328125,10117.994140625,0,CPS,0,3,2
53,12,0,0,0,0,0,0,0,CPS,0,2,2
53,12,0,0,0,24255.72265625,25243.548828125,20187.22265625,0,CPS,0,2,2
45,15,0,1,0,25862.322265625,25243.548828125,24456.375,0,CPS,0,3,2
45,15,0,1,0,25862.322265625,24896.2265625,25564.669921875,0,CPS,0,3,2
45,15,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,3,2
48,6,1,1,1,25862.322265625,25243.548828125,0,0,CPS,0,1,2
34,15,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,3,2
34,15,0,1,0,0,0,0,0,CPS,0,3,2
34,15,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,3,2
34,15,0,1,0,18262.326171875,17258.708984375,14889.5732421875,0,CPS,0,3,2
52,6,0,1,1,10964.056640625,10126.064453125,11377.0166015625,0,CPS,0,1,2
52,6,0,1,1,12942.916015625,11404.3544921875,0,0,CPS,0,1,2
53,10,0,0,1,24185.189453125,19541.37109375,8326.9892578125,0,CPS,0,1,2
41,12,0,1,0,19287.021484375,21693.337890625,23429.35546875,1,CPS,0,2,2
41,12,0,1,0,0,1682.9031982421875,0,1,CPS,0,2,2
41,12,0,1,0,15823.0390625,12140.177734375,15022.568359375,1,CPS,0,2,2
52,11,0,1,1,16745.853515625,16920.337890625,19913.84375,1,CPS,0,1,2
50,12,0,0,0,16894.7578125,18454.64453125,18665.1640625,0,CPS,0,2,2
50,12,0,0,0,19866.96484375,19120.64453125,0,0,CPS,0,2,2
50,12,0,0,0,18593.44140625,15224.9033203125,0,0,CPS,0,2,2
50,12,0,0,0,0,0,0,0,CPS,0,2,2
50,12,0,0,0,0,0,19231.1328125,0,CPS,0,2,2
50,12,0,0,0,23444.5859375,18819.87109375,18733.140625,0,CPS,0,2,2
50,12,0,0,0,16718.423828125,15214.1611328125,4846.943359375,0,CPS,0,2,2
50,12,0,0,0,0,0,0,0,CPS,0,2,2
50,12,0,0,0,16003.291015625,17045.662109375,20172.4453125,0,CPS,0,2,2
50,12,0,0,0,18828.5546875,15948.193359375,12217.84375,0,CPS,0,2,2
44,12,1,1,0,13434.6923828125,12100.7900390625,14520.1416015625,0,CPS,0,2,2
45,14,0,1,0,0,0,0,0,CPS,0,3,2
45,14,0,1,0,240.9898223876953,0,0,0,CPS,0,3,2
45,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,3,2
52,5,0,1,1,9717.962890625,0,3259.86474609375,0,CPS,0,1,2
34,14,0,1,0,0,0,2365.84033203125,0,CPS,0,3,2
34,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,3,2
34,14,0,1,0,14890.427734375,14286.7744140625,13456.177734375,0,CPS,0,3,2
34,14,0,1,0,20376.375,24527.419921875,25564.669921875,0,CPS,0,3,2
34,14,0,1,0,8513.0146484375,20388.193359375,25564.669921875,0,CPS,0,3,2
34,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,3,2
34,14,0,1,0,25862.322265625,23746.837890625,25564.669921875,0,CPS,0,3,2
44,10,1,1,1,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,1,2
52,5,0,1,1,0,0,0,0,CPS,0,1,2
53,9,0,0,1,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,1,2
52,12,0,1,0,8072.17919921875,6697.5966796875,12041.994140625,1,CPS,0,2,2
52,12,0,1,0,4427.94287109375,0,0,1,CPS,0,2,2
52,12,0,1,0,0,0,0,1,CPS,0,2,2
49,2,0,1,1,21926.154296875,19870.791015625,25320.845703125,0,CPS,0,1,2
34,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,3,2
34,13,0,1,0,3544.313720703125,5840.0322265625,7957.5576171875,0,CPS,0,3,2
34,13,0,1,0,25862.322265625,18073.306640625,22678.669921875,0,CPS,0,3,2
34,13,0,1,0,10139.2060546875,8029.5966796875,12380.3935546875,0,CPS,0,3,2
34,13,0,1,0,25862.322265625,24871.162109375,25564.669921875,0,CPS,0,3,2
34,13,0,1,0,15997.4130859375,17842.35546875,21725.53515625,0,CPS,0,3,2
34,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,3,2
45,11,0,1,1,15499.759765625,15584.7578125,0,0,CPS,0,1,2
45,11,0,1,1,21516.66796875,25243.548828125,25564.669921875,0,CPS,0,1,2
45,11,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,1,2
45,11,0,1,1,25862.322265625,25243.548828125,0,0,CPS,0,1,2
53,8,0,0,1,4100.74560546875,8239.064453125,15594.4482421875,0,CPS,0,1,2
34,11,0,1,1,25235.35546875,20968.2578125,22510.208984375,0,CPS,0,1,2
34,11,0,1,1,8765.759765625,11982.62890625,15572.2822265625,0,CPS,0,1,2
34,11,0,1,1,12774.419921875,12102.5810546875,13447.3115234375,0,CPS,0,1,2
34,11,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,1,2
45,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
45,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
45,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
45,12,0,1,0,25862.322265625,16832.61328125,25564.669921875,0,CPS,0,2,2
45,12,0,1,0,14008.7578125,15296.5166015625,18202.63671875,0,CPS,0,2,2
45,12,0,1,0,17384.57421875,15783.4833984375,15928.4150390625,0,CPS,0,2,2
45,12,0,1,0,21753.740234375,20859.048828125,17725.330078125,0,CPS,0,2,2
45,12,0,1,0,25862.322265625,23356.548828125,25165.68359375,0,CPS,0,2,2
45,12,0,1,0,25862.322265625,25243.548828125,15514.6513671875,0,CPS,0,2,2
45,12,0,1,0,10560.4482421875,11606.6611328125,12723.2255859375,0,CPS,0,2,2
45,12,0,1,0,21847.783203125,22466.7578125,25564.669921875,0,CPS,0,2,2
45,12,0,1,0,25862.322265625,19099.162109375,25564.669921875,0,CPS,0,2,2
45,12,0,1,0,25862.322265625,20415.048828125,25564.669921875,0,CPS,0,2,2
45,12,0,1,0,25689.90625,23748.62890625,24196.294921875,0,CPS,0,2,2
45,12,0,1,0,18109.50390625,7306.306640625,21329.505859375,0,CPS,0,2,2
45,12,0,1,0,25862.322265625,25243.548828125,22337.314453125,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,25243.548828125,23625.892578125,0,CPS,0,2,2
34,12,0,1,0,19161.62890625,18297.09765625,15626.958984375,0,CPS,0,2,2
34,12,0,1,0,24579.001953125,24280.35546875,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,8091.77197265625,3301.354736328125,4620.85107421875,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,19128.322265625,18810.919921875,18317.8984375,0,CPS,0,2,2
34,12,0,1,0,21332.49609375,16044.87109375,21959.017578125,0,CPS,0,2,2
34,12,0,1,0,23107.591796875,22396.935546875,0,0,CPS,0,2,2
34,12,0,1,0,18509.193359375,17187.09765625,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,21642.060546875,20108.90234375,22913.62890625,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,2230.741943359375,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,15627.1123046875,0,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,21984.93359375,23367.291015625,24129.796875,0,CPS,0,2,2
34,12,0,1,0,23470.056640625,22337.85546875,20178.35546875,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,24420,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,24406.5859375,15742.306640625,16240.21484375,0,CPS,0,2,2
34,12,0,1,0,23358.37890625,20517.09765625,21220.154296875,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,21392.564453125,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,14014.6357421875,14501.61328125,13148.8115234375,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,25243.548828125,18589.80078125,0,CPS,0,2,2
34,12,0,1,0,19279.185546875,17401.935546875,10814.0029296875,0,CPS,0,2,2
34,12,0,1,0,9175.24609375,8480.7578125,7282.236328125,0,CPS,0,2,2
34,12,0,1,0,9208.5537109375,16315.2099609375,0,0,CPS,0,2,2
34,12,0,1,0,25607.6171875,24864,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,21265.8828125,11484.9189453125,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,20191.2578125,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,15644.7451171875,7003.74169921875,19844.390625,0,CPS,0,2,2
34,12,0,1,0,14255.625,15949.9833984375,21013.271484375,0,CPS,0,2,2
34,12,0,1,0,13963.6943359375,17897.85546875,17466.728515625,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,0,19766.951171875,25403.59765625,0,CPS,0,2,2
34,12,0,1,0,23417.15625,22563.435546875,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,23489.033203125,10219.95703125,0,CPS,0,2,2
34,12,0,1,0,25168.7421875,18841.35546875,23600.771484375,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,0,0,0,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,21471.337890625,25379.953125,0,CPS,0,2,2
34,12,0,1,0,23195.759765625,21945.7734375,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,23139.919921875,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,23434.791015625,23825.61328125,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,20774.10546875,22024.548828125,22984.55859375,0,CPS,0,2,2
34,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
34,12,0,1,0,13487.5927734375,13339.693359375,4700.6484375,0,CPS,0,2,2
45,10,0,1,1,12145.4951171875,25243.548828125,6658.6357421875,0,CPS,0,1,2
45,10,0,1,1,0,19305.048828125,0,0,CPS,0,1,2
45,10,0,1,1,22031.955078125,5687.85498046875,25564.669921875,0,CPS,0,1,2
52,3,0,1,1,18934.353515625,17806.548828125,25564.669921875,0,CPS,0,1,2
52,3,0,1,1,20070.728515625,22880.322265625,25564.669921875,0,CPS,0,1,2
52,3,0,1,1,3166.175048828125,4153.54833984375,11313.474609375,0,CPS,0,1,2
34,10,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,1,2
34,10,0,1,1,0,0,12638.9951171875,0,CPS,0,1,2
41,7,0,1,1,25276.501953125,22020.966796875,25564.669921875,1,CPS,0,1,2
49,5,0,1,1,9208.5537109375,5225.95166015625,14771.3544921875,1,CPS,0,1,2
34,9,0,1,1,24849.380859375,19732.935546875,19884.2890625,0,CPS,0,1,2
45,9,0,1,1,20560.544921875,18399.14453125,24576.0703125,0,CPS,0,1,2
45,9,0,1,1,23534.712890625,20792.806640625,25564.669921875,0,CPS,0,1,2
34,9,0,1,1,0,0,0,0,CPS,0,1,2
34,9,0,1,1,10444.8515625,25243.548828125,24573.115234375,0,CPS,0,1,2
34,9,0,1,1,0,2866.306396484375,14335.42578125,0,CPS,0,1,2
49,4,0,1,1,15519.3525390625,21303.048828125,25564.669921875,1,CPS,0,1,2
35,4,0,1,1,15756.423828125,20200.208984375,9317.06640625,1,CPS,0,1,2
44,6,1,1,1,18093.828125,18902.2265625,18575.0234375,0,CPS,0,1,2
45,8,0,1,1,0,0,7063.533203125,0,CPS,0,1,2
45,8,0,1,1,13507.185546875,12517.935546875,0,0,CPS,0,1,2
45,8,0,1,1,15936.67578125,13396.9833984375,9627.388671875,0,CPS,0,1,2
34,8,0,1,1,16596.94921875,16854.09765625,16686.48828125,0,CPS,0,1,2
34,8,0,1,1,24187.1484375,22536.580078125,25564.669921875,0,CPS,0,1,2
45,7,0,1,1,25409.73046875,25243.548828125,25564.669921875,0,CPS,0,1,2
48,0,1,1,1,16683.15625,13755.048828125,18227.7578125,0,CPS,0,1,2
33,18,0,1,0,2501.983642578125,5845.4033203125,24731.232421875,0,CPS,0,4,2
33,18,0,1,0,0,0,0,0,CPS,0,4,2
33,18,0,1,0,25305.890625,4885.79052734375,25564.669921875,0,CPS,0,4,2
33,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
33,18,0,1,0,25862.322265625,20563.64453125,25564.669921875,0,CPS,0,4,2
45,7,0,1,1,15542.86328125,14542.7900390625,15501.3515625,0,CPS,0,1,2
34,14,0,1,0,0,2862.725830078125,0,1,CPS,0,3,2
52,5,0,1,1,15295.99609375,17729.564453125,15662.423828125,1,CPS,0,1,2
40,17,0,1,0,23138.94140625,24670.64453125,9150.0830078125,0,CPS,0,4,2
33,17,0,1,0,25862.322265625,25243.548828125,0,0,CPS,0,4,2
33,17,0,1,0,25084.4921875,23517.677734375,25564.669921875,0,CPS,0,4,2
33,17,0,1,0,25862.322265625,20728.35546875,14780.2216796875,0,CPS,0,4,2
33,17,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
33,17,0,1,0,25862.322265625,25243.548828125,1847.158203125,0,CPS,0,4,2
33,17,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
45,6,0,1,1,25862.322265625,23723.564453125,25564.669921875,0,CPS,0,1,2
45,6,0,1,1,15440.9814453125,13951.9833984375,12438.0244140625,0,CPS,0,1,2
41,3,0,1,1,13036.9609375,18873.580078125,0,1,CPS,0,1,2
33,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
33,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
33,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
33,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
33,16,0,1,0,20376.375,20633.466796875,18152.392578125,0,CPS,0,4,2
33,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
33,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
33,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,4,2
33,16,0,1,0,23454.3828125,25243.548828125,13898.0185546875,0,CPS,0,4,2
33,16,0,1,0,24461.4453125,22572.38671875,24683.9453125,0,CPS,0,4,2
33,16,0,1,0,22774.517578125,22982.37109375,12306.5068359375,0,CPS,0,4,2
33,16,0,1,0,23276.08984375,24753,23445.609375,0,CPS,0,4,2
33,16,0,1,0,24155.80078125,25243.548828125,25564.669921875,0,CPS,0,4,2
45,12,0,1,0,9318.2724609375,13475.7578125,21152.177734375,1,CPS,0,2,2
45,12,0,1,0,25862.322265625,25243.548828125,16591.9140625,1,CPS,0,2,2
45,12,0,1,0,20474.337890625,19779.484375,2738.227294921875,1,CPS,0,2,2
45,12,0,1,0,25862.322265625,23372.662109375,25564.669921875,1,CPS,0,2,2
34,12,0,1,0,23309.396484375,21557.2734375,25564.669921875,1,CPS,0,2,2
34,12,0,1,0,22576.630859375,21013.015625,21079.76953125,1,CPS,0,2,2
33,15,0,1,0,25358.791015625,4658.41943359375,20884.708984375,0,CPS,0,3,2
33,15,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,3,2
42,14,0,0,0,5515.3359375,10199.4677734375,0,0,CPS,0,3,2
46,17,0,0,0,22572.712890625,21960.09765625,20176.87890625,0,CPS,0,4,2
40,14,0,1,0,25862.322265625,3739.98388671875,734.43011474609375,0,CPS,0,3,2
33,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,3,2
33,14,0,1,0,5299.81689453125,25243.548828125,25564.669921875,0,CPS,0,3,2
33,14,0,1,0,2989.841064453125,127.11289978027344,177.3271942138672,0,CPS,0,3,2
33,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,3,2
33,14,0,1,0,25862.322265625,25243.548828125,16809.140625,0,CPS,0,3,2
33,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,3,2
33,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,3,2
33,14,0,1,0,14518.1669921875,25243.548828125,25564.669921875,0,CPS,0,3,2
33,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,3,2
33,14,0,1,0,25862.322265625,22638.62890625,25564.669921875,0,CPS,0,3,2
33,14,0,1,0,24870.93359375,25243.548828125,25564.669921875,0,CPS,0,3,2
33,14,0,1,0,25862.322265625,23721.7734375,25564.669921875,0,CPS,0,3,2
33,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,3,2
33,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,3,2
33,14,0,1,0,8816.7001953125,13964.5166015625,20766.4921875,0,CPS,0,3,2
53,0,0,0,1,2061.148681640625,1398.241943359375,1167.404052734375,0,CPS,0,1,2
45,8,0,1,1,19637.73046875,18386.61328125,25499.650390625,1,CPS,0,1,2
46,16,0,0,0,25862.322265625,25243.548828125,12860.654296875,0,CPS,0,4,2
40,13,0,1,0,1939.6741943359375,0,0,0,CPS,0,3,2
40,13,0,1,0,21518.626953125,19086.62890625,15516.12890625,0,CPS,0,3,2
40,11,0,1,1,23605.24609375,22214.322265625,21147.744140625,0,CPS,0,1,2
40,11,0,1,1,24087.2265625,23589.291015625,22749.6015625,0,CPS,0,1,2
40,11,0,1,1,14471.14453125,15847.935546875,11187.8681640625,0,CPS,0,1,2
33,13,0,1,0,18513.111328125,17038.5,20419.2265625,0,CPS,0,3,2
33,13,0,1,0,25862.322265625,25243.548828125,0,0,CPS,0,3,2
33,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,3,2
33,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,3,2
33,13,0,1,0,20299.962890625,22278.7734375,24342.58984375,0,CPS,0,3,2
33,13,0,1,0,19880.6796875,25243.548828125,20151.7578125,0,CPS,0,3,2
33,13,0,1,0,22848.96875,22685.177734375,25498.171875,0,CPS,0,3,2
33,11,0,1,1,8262.228515625,12976.2578125,13507.8984375,0,CPS,0,1,2
33,11,0,1,1,2725.340087890625,2236.11279296875,10732.728515625,0,CPS,0,1,2
40,12,0,1,0,8397.41796875,14494.451171875,13024.681640625,0,CPS,0,2,2
40,12,0,1,0,19921.82421875,15869.4189453125,24973.580078125,0,CPS,0,2,2
40,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
40,12,0,1,0,22396.37890625,13511.564453125,15158.51953125,0,CPS,0,2,2
40,12,0,1,0,0,0,1261.978515625,0,CPS,0,2,2
40,12,0,1,0,20762.349609375,6987.62890625,23380.58984375,0,CPS,0,2,2
40,12,0,1,0,25862.322265625,25243.548828125,0,0,CPS,0,2,2
40,12,0,1,0,10399.7880859375,9361.5966796875,8805.7724609375,0,CPS,0,2,2
40,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
40,12,0,1,0,23209.474609375,25243.548828125,22542.71875,0,CPS,0,2,2
40,12,0,1,0,25807.462890625,25243.548828125,25564.669921875,0,CPS,0,2,2
40,12,0,1,0,21026.8515625,23345.806640625,25564.669921875,0,CPS,0,2,2
40,12,0,1,0,21685.1640625,22549.11328125,21138.87890625,0,CPS,0,2,2
40,12,0,1,0,24012.7734375,23549.90234375,22641.7265625,0,CPS,0,2,2
40,12,0,1,0,18475.88671875,17688.38671875,15752.5654296875,0,CPS,0,2,2
40,12,0,1,0,24208.701171875,23138.12890625,25176.02734375,0,CPS,0,2,2
33,12,0,1,0,7993.80859375,10251.38671875,2902.2548828125,0,CPS,0,2,2
33,12,0,1,0,19808.1875,20946.7734375,25564.669921875,0,CPS,0,2,2
40,10,0,1,1,21593.080078125,23705.662109375,25564.669921875,0,CPS,0,1,2
40,10,0,1,1,24549.61328125,20203.791015625,23546.095703125,0,CPS,0,1,2
33,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
33,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
33,12,0,1,0,11818.296875,14952.7744140625,16136.7744140625,0,CPS,0,2,2
33,12,0,1,0,25037.470703125,22468.548828125,25564.669921875,0,CPS,0,2,2
33,12,0,1,0,7025.9306640625,9114.5322265625,9187.0263671875,0,CPS,0,2,2
33,12,0,1,0,25862.322265625,19203,0,0,CPS,0,2,2
33,12,0,1,0,4855.06298828125,7386.87109375,6160.64208984375,0,CPS,0,2,2
33,12,0,1,0,0,0,0,0,CPS,0,2,2
33,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
33,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
33,12,0,1,0,25862.322265625,25243.548828125,20535.966796875,0,CPS,0,2,2
33,12,0,1,0,17384.57421875,16524.677734375,17440.12890625,0,CPS,0,2,2
33,12,0,1,0,21647.939453125,20191.2578125,20366.02734375,0,CPS,0,2,2
33,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
33,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
33,12,0,1,0,15135.3359375,22490.033203125,21598.451171875,0,CPS,0,2,2
33,12,0,1,0,16704.708984375,16603.451171875,18360.751953125,0,CPS,0,2,2
33,12,0,1,0,121.47454071044922,0,0,0,CPS,0,2,2
33,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,CPS,0,2,2
33,12,0,1,0,23401.482421875,25243.548828125,25564.669921875,0,CPS,0,2,2
