year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,11,26,1631,1632,-1,1934,2014,-40,UA,1284,N37470,EWR,SFO,347,2565,16,32,2013-11-26T21:00:00Z
2013,11,26,1638,1635,3,1948,1952,-4,B6,423,N643JB,JFK,LAX,331,2475,16,35,2013-11-26T21:00:00Z
2013,11,26,1644,1645,-1,1950,2010,-20,AA,181,N335AA,JFK,LAX,330,2475,16,45,2013-11-26T21:00:00Z
2013,11,26,1644,1630,14,2008,2010,-2,VX,27,N640VA,JFK,SFO,346,2586,16,30,2013-11-26T21:00:00Z
2013,11,26,1651,1645,6,2010,2014,-4,DL,477,N717TW,JFK,LAX,335,2475,16,45,2013-11-26T21:00:00Z
2013,11,26,1703,1700,3,2023,2035,-12,UA,512,N587UA,JFK,SFO,342,2586,17,0,2013-11-26T22:00:00Z
2013,11,26,1705,1655,10,2033,2025,8,VX,413,N641VA,JFK,LAX,341,2475,16,55,2013-11-26T21:00:00Z
2013,11,26,1724,1729,-5,2029,2111,-42,UA,1480,N36472,EWR,SFO,344,2565,17,29,2013-11-26T22:00:00Z
2013,11,26,1729,1730,-1,2057,2118,-21,DL,434,N713TW,JFK,SFO,346,2586,17,30,2013-11-26T22:00:00Z
2013,11,26,1729,1730,-1,2053,2106,-13,B6,415,N809JB,JFK,SFO,350,2586,17,30,2013-11-26T22:00:00Z
2013,11,26,1734,1725,9,2013,2045,-32,VX,169,N634VA,EWR,LAX,320,2454,17,25,2013-11-26T22:00:00Z
2013,11,26,1742,1745,-3,2058,2125,-27,AA,177,N338AA,JFK,SFO,345,2586,17,45,2013-11-26T22:00:00Z
2013,11,26,1756,1729,27,2109,2115,-6,VX,193,N361VA,EWR,SFO,344,2565,17,29,2013-11-26T22:00:00Z
2013,11,26,1815,1815,0,2150,2146,4,DL,426,N199DN,JFK,LAX,335,2475,18,15,2013-11-26T23:00:00Z
2013,11,26,1815,1804,11,2123,2130,-7,UA,1165,N24211,EWR,LAX,327,2454,18,4,2013-11-26T23:00:00Z
2013,11,26,1819,1820,-1,2134,2145,-11,AA,119,N3CMAA,EWR,LAX,329,2454,18,20,2013-11-26T23:00:00Z
2013,11,26,1824,1759,25,2125,2123,2,UA,535,N510UA,JFK,LAX,327,2475,17,59,2013-11-26T22:00:00Z
2013,11,26,1900,1900,0,2225,2251,-26,DL,435,N702TW,JFK,SFO,350,2586,19,0,2013-11-27T00:00:00Z
2013,11,26,1903,1900,3,2138,2215,-37,AA,21,N329AA,JFK,LAX,313,2475,19,0,2013-11-27T00:00:00Z
2013,11,26,1903,1855,8,2214,2235,-21,VX,29,N637VA,JFK,SFO,344,2586,18,55,2013-11-26T23:00:00Z
2013,11,26,1925,1830,55,2234,2206,28,UA,389,N546UA,JFK,SFO,341,2586,18,30,2013-11-26T23:00:00Z
2013,11,26,1926,1834,52,2224,2209,15,UA,1127,N33266,EWR,SFO,338,2565,18,34,2013-11-26T23:00:00Z
2013,11,26,1927,1929,-2,2219,2253,-34,UA,368,N834UA,EWR,LAX,322,2454,19,29,2013-11-27T00:00:00Z
2013,11,26,2002,2000,2,2300,2325,-25,VX,415,N625VA,JFK,LAX,329,2475,20,0,2013-11-27T01:00:00Z
2013,11,26,2018,2019,-1,2346,2355,-9,B6,915,N806JB,JFK,SFO,350,2586,20,19,2013-11-27T01:00:00Z
2013,11,26,2021,2025,-4,2317,2340,-23,UA,314,N512UA,JFK,LAX,325,2475,20,25,2013-11-27T01:00:00Z
2013,11,26,2030,2019,11,2316,2345,-29,UA,1224,N76254,EWR,LAX,323,2454,20,19,2013-11-27T01:00:00Z
2013,11,26,2037,2040,-3,2,2359,3,B6,523,N789JB,JFK,LAX,337,2475,20,40,2013-11-27T01:00:00Z
2013,11,26,2055,2015,40,2348,2354,-6,DL,427,N188DN,JFK,LAX,318,2475,20,15,2013-11-27T01:00:00Z
2013,11,26,2129,2120,9,42,100,-18,UA,1049,N75433,EWR,SFO,343,2565,21,20,2013-11-27T02:00:00Z
2013,11,26,2149,2020,89,56,2359,57,UA,1651,N38424,EWR,SFO,333,2565,20,20,2013-11-27T01:00:00Z
2013,11,26,2152,2135,17,53,55,-2,AA,185,N323AA,JFK,LAX,331,2475,21,35,2013-11-27T02:00:00Z
2013,11,26,2357,2359,-2,445,437,8,B6,839,N768JB,JFK,BQN,199,1576,23,59,2013-11-27T04:00:00Z
2013,11,27,556,600,-4,906,933,-27,UA,1668,N36247,EWR,SFO,344,2565,6,0,2013-11-27T11:00:00Z
2013,11,27,606,600,6,1133,933,NA,UA,303,N589UA,JFK,SFO,NA,2586,6,0,2013-11-27T11:00:00Z
2013,11,27,609,550,19,1053,1027,26,B6,939,N556JB,JFK,BQN,202,1576,5,50,2013-11-27T10:00:00Z
2013,11,27,635,639,-4,1043,1002,41,UA,398,N588UA,JFK,LAX,330,2475,6,39,2013-11-27T11:00:00Z
2013,11,27,638,639,-1,930,955,-25,UA,1439,N73275,EWR,LAX,327,2454,6,39,2013-11-27T11:00:00Z
2013,11,27,656,700,-4,1018,1015,3,B6,23,N510JB,JFK,LAX,333,2475,7,0,2013-11-27T12:00:00Z
2013,11,27,658,700,-2,959,1014,-15,DL,472,N706TW,JFK,LAX,320,2475,7,0,2013-11-27T12:00:00Z
2013,11,27,659,700,-1,1038,1037,1,DL,430,N704X,JFK,SFO,337,2586,7,0,2013-11-27T12:00:00Z
2013,11,27,659,700,-1,1019,1025,-6,VX,399,N632VA,JFK,LAX,325,2475,7,0,2013-11-27T12:00:00Z
2013,11,27,703,710,-7,1032,1029,3,UA,281,N558UA,EWR,SFO,332,2565,7,10,2013-11-27T12:00:00Z
2013,11,27,719,730,-11,1024,1105,-41,VX,183,N846VA,EWR,SFO,342,2565,7,30,2013-11-27T12:00:00Z
2013,11,27,724,730,-6,1058,1050,8,AA,33,N327AA,JFK,LAX,336,2475,7,30,2013-11-27T12:00:00Z
2013,11,27,727,730,-3,1050,1110,-20,VX,11,N845VA,JFK,SFO,341,2586,7,30,2013-11-27T12:00:00Z
2013,11,27,744,729,15,1030,1041,-11,UA,448,N575UA,EWR,LAX,322,2454,7,29,2013-11-27T12:00:00Z
2013,11,27,805,800,5,1129,1135,-6,AA,59,N349AA,JFK,SFO,345,2586,8,0,2013-11-27T13:00:00Z
2013,11,27,810,800,10,1138,1136,2,UA,397,N595UA,JFK,SFO,340,2586,8,0,2013-11-27T13:00:00Z
2013,11,27,811,803,8,1110,1143,-33,UA,1246,N37434,EWR,SFO,334,2565,8,3,2013-11-27T13:00:00Z
2013,11,27,850,850,0,1214,1228,-14,B6,15,N828JB,JFK,SFO,342,2586,8,50,2013-11-27T13:00:00Z
2013,11,27,853,900,-7,1216,1235,-19,UA,504,N555UA,JFK,SFO,335,2586,9,0,2013-11-27T14:00:00Z
2013,11,27,857,857,0,1156,1210,-14,UA,997,N578UA,EWR,LAX,322,2454,8,57,2013-11-27T13:00:00Z
2013,11,27,900,900,0,1211,1215,-4,DL,422,N717TW,JFK,LAX,321,2475,9,0,2013-11-27T14:00:00Z
2013,11,27,901,905,-4,1202,1225,-23,VX,161,N842VA,EWR,LAX,327,2454,9,5,2013-11-27T14:00:00Z
2013,11,27,905,903,2,1228,1237,-9,UA,1289,N73251,EWR,SFO,341,2565,9,3,2013-11-27T14:00:00Z
2013,11,27,917,921,-4,1225,1235,-10,B6,223,N615JB,JFK,LAX,333,2475,9,21,2013-11-27T14:00:00Z
2013,11,27,917,920,-3,1221,1245,-24,VX,407,N634VA,JFK,LAX,329,2475,9,20,2013-11-27T14:00:00Z
2013,11,27,955,1000,-5,1320,1333,-13,DL,469,N702TW,JFK,SFO,344,2586,10,0,2013-11-27T15:00:00Z
2013,11,27,1006,1001,5,1305,1322,-17,UA,471,N529UA,EWR,SFO,333,2565,10,1,2013-11-27T15:00:00Z
2013,11,27,1017,950,27,1314,1310,4,UA,1181,N33714,EWR,LAX,334,2454,9,50,2013-11-27T14:00:00Z
2013,11,27,1022,1030,-8,1319,1355,-36,AA,179,N384AA,JFK,SFO,337,2586,10,30,2013-11-27T15:00:00Z
2013,11,27,1027,1030,-3,1327,1405,-38,VX,187,N622VA,EWR,SFO,341,2565,10,30,2013-11-27T15:00:00Z
2013,11,27,1029,1030,-1,1304,1340,-36,AA,19,N338AA,JFK,LAX,320,2475,10,30,2013-11-27T15:00:00Z
2013,11,27,1032,1035,-3,1341,1405,-24,VX,23,N636VA,JFK,SFO,349,2586,10,35,2013-11-27T15:00:00Z
2013,11,27,1124,1119,5,1420,1432,-12,UA,703,N587UA,JFK,LAX,328,2475,11,19,2013-11-27T16:00:00Z
2013,11,27,1126,1107,19,1404,1434,-30,UA,563,N831UA,EWR,LAX,312,2454,11,7,2013-11-27T16:00:00Z
2013,11,27,1133,1135,-2,1433,1509,-36,UA,497,N843UA,EWR,SFO,338,2565,11,35,2013-11-27T16:00:00Z
2013,11,27,1141,900,161,1429,1225,124,AA,1,N339AA,JFK,LAX,329,2475,9,0,2013-11-27T14:00:00Z
2013,11,27,1145,1151,-6,1444,1459,-15,B6,323,N804JB,JFK,LAX,331,2475,11,51,2013-11-27T16:00:00Z
2013,11,27,1155,1200,-5,1449,1520,-31,DL,423,N709TW,JFK,LAX,326,2475,12,0,2013-11-27T17:00:00Z
2013,11,27,1157,1200,-3,1438,1510,-32,AA,3,N332AA,JFK,LAX,324,2475,12,0,2013-11-27T17:00:00Z
2013,11,27,1204,1200,4,1516,1526,-10,UA,766,N510UA,JFK,SFO,345,2586,12,0,2013-11-27T17:00:00Z
2013,11,27,1245,1249,-4,1539,1610,-31,UA,394,N556UA,EWR,SFO,334,2565,12,49,2013-11-27T17:00:00Z
2013,11,27,1253,1300,-7,1554,1615,-21,B6,1023,N655JB,JFK,LAX,337,2475,13,0,2013-11-27T18:00:00Z
2013,11,27,1253,1300,-7,1551,1620,-29,VX,411,N635VA,JFK,LAX,339,2475,13,0,2013-11-27T18:00:00Z
2013,11,27,1256,1300,-4,1556,1631,-35,DL,432,N718TW,JFK,SFO,336,2586,13,0,2013-11-27T18:00:00Z
2013,11,27,1259,1300,-1,1547,1610,-23,VX,165,N627VA,EWR,LAX,327,2454,13,0,2013-11-27T18:00:00Z
2013,11,27,1340,1345,-5,1648,1705,-17,AA,117,N635AA,JFK,LAX,333,2475,13,45,2013-11-27T18:00:00Z
2013,11,27,1342,830,312,1637,1152,285,UA,443,N502UA,JFK,LAX,329,2475,8,30,2013-11-27T13:00:00Z
2013,11,27,1355,1325,30,1646,1643,3,UA,1054,N34131,EWR,LAX,325,2454,13,25,2013-11-27T18:00:00Z
2013,11,27,1415,1415,0,1707,1736,-29,UA,1493,N33286,EWR,LAX,328,2454,14,15,2013-11-27T19:00:00Z
2013,11,27,1427,1432,-5,1723,1759,-36,UA,1583,N14118,EWR,SFO,336,2565,14,32,2013-11-27T19:00:00Z
2013,11,27,1430,1357,33,1727,1728,-1,UA,1663,N87531,EWR,SFO,337,2565,13,57,2013-11-27T18:00:00Z
2013,11,27,1511,1455,16,1819,1819,0,UA,841,N596UA,JFK,LAX,332,2475,14,55,2013-11-27T19:00:00Z
2013,11,27,1520,1522,-2,1821,1855,-34,UA,1205,N27421,EWR,SFO,341,2565,15,22,2013-11-27T20:00:00Z
2013,11,27,1524,1530,-6,1842,1905,-23,UA,257,N597UA,JFK,SFO,343,2586,15,30,2013-11-27T20:00:00Z
2013,11,27,1528,1530,-2,1836,1901,-25,DL,417,N198DN,JFK,LAX,334,2475,15,30,2013-11-27T20:00:00Z
2013,11,27,1529,1530,-1,1903,1915,-12,AA,85,N397AA,JFK,SFO,359,2586,15,30,2013-11-27T20:00:00Z
2013,11,27,1542,1500,42,1824,1820,4,UA,1600,N14121,EWR,LAX,319,2454,15,0,2013-11-27T20:00:00Z
2013,11,27,1543,1545,-2,1845,1920,-35,AA,133,N324AA,JFK,LAX,330,2475,15,45,2013-11-27T20:00:00Z
2013,11,27,1557,1600,-3,1857,1947,-50,DL,409,N706TW,JFK,SFO,339,2586,16,0,2013-11-27T21:00:00Z
2013,11,27,1642,1632,10,1953,2014,-21,UA,1284,N37466,EWR,SFO,345,2565,16,32,2013-11-27T21:00:00Z
2013,11,27,1645,1645,0,1939,2014,-35,DL,477,N713TW,JFK,LAX,325,2475,16,45,2013-11-27T21:00:00Z
2013,11,27,1653,1635,18,1951,1952,-1,B6,423,N805JB,JFK,LAX,333,2475,16,35,2013-11-27T21:00:00Z
2013,11,27,1655,1645,10,1951,2010,-19,AA,181,N323AA,JFK,LAX,329,2475,16,45,2013-11-27T21:00:00Z
2013,11,27,1730,1630,60,2050,2010,40,VX,27,N853VA,JFK,SFO,349,2586,16,30,2013-11-27T21:00:00Z
2013,11,27,1733,1700,33,2044,2035,9,UA,512,N546UA,JFK,SFO,336,2586,17,0,2013-11-27T22:00:00Z
2013,11,27,1736,1659,37,2021,2008,13,UA,785,N585UA,EWR,LAX,315,2454,16,59,2013-11-27T21:00:00Z
2013,11,27,1740,1745,-5,2103,2125,-22,AA,177,N335AA,JFK,SFO,342,2586,17,45,2013-11-27T22:00:00Z
2013,11,27,1740,1655,45,2053,2025,28,VX,413,N625VA,JFK,LAX,337,2475,16,55,2013-11-27T21:00:00Z
2013,11,27,1742,1730,12,2114,2118,-4,DL,434,N723TW,JFK,SFO,344,2586,17,30,2013-11-27T22:00:00Z
2013,11,27,1742,1730,12,2120,2106,14,B6,415,N637JB,JFK,SFO,344,2586,17,30,2013-11-27T22:00:00Z
2013,11,27,1750,1729,21,2115,2111,4,UA,1212,N34455,EWR,SFO,345,2565,17,29,2013-11-27T22:00:00Z
2013,11,27,1755,1729,26,2109,2115,-6,VX,193,N848VA,EWR,SFO,345,2565,17,29,2013-11-27T22:00:00Z
2013,11,27,1801,1759,2,2119,2123,-4,UA,535,N512UA,JFK,LAX,333,2475,17,59,2013-11-27T22:00:00Z
2013,11,27,1813,1815,-2,2152,2146,6,DL,426,N197DN,JFK,LAX,324,2475,18,15,2013-11-27T23:00:00Z
2013,11,27,1827,1834,-7,2132,2209,-37,UA,1120,N76269,EWR,SFO,333,2565,18,34,2013-11-27T23:00:00Z
2013,11,27,1834,1725,69,2138,2045,53,VX,169,N633VA,EWR,LAX,332,2454,17,25,2013-11-27T22:00:00Z
2013,11,27,1849,1830,19,2207,2206,1,UA,389,N598UA,JFK,SFO,338,2586,18,30,2013-11-27T23:00:00Z
2013,11,27,1858,1900,-2,2227,2251,-24,DL,435,N707TW,JFK,SFO,345,2586,19,0,2013-11-28T00:00:00Z
2013,11,27,1900,1900,0,2229,2215,14,AA,21,N328AA,JFK,LAX,330,2475,19,0,2013-11-28T00:00:00Z
2013,11,27,1904,1820,44,2209,2145,24,AA,119,N3HTAA,EWR,LAX,327,2454,18,20,2013-11-27T23:00:00Z
2013,11,27,1914,1804,70,2207,2130,37,UA,1455,N41140,EWR,LAX,314,2454,18,4,2013-11-27T23:00:00Z
2013,11,27,1931,1929,2,2250,2255,-5,UA,1526,N14106,EWR,LAX,325,2454,19,29,2013-11-28T00:00:00Z
2013,11,27,1958,1855,63,2349,2235,74,VX,29,N629VA,JFK,SFO,352,2586,18,55,2013-11-27T23:00:00Z
2013,11,27,2014,2019,-5,5,2355,10,B6,915,N625JB,JFK,SFO,343,2586,20,19,2013-11-28T01:00:00Z
2013,11,27,2017,2019,-2,2327,2345,-18,UA,1224,N73275,EWR,LAX,335,2454,20,19,2013-11-28T01:00:00Z
2013,11,27,2021,2020,1,2330,2359,-29,UA,1651,N68453,EWR,SFO,342,2565,20,20,2013-11-28T01:00:00Z
2013,11,27,2022,2015,7,2351,2354,-3,DL,427,N199DN,JFK,LAX,326,2475,20,15,2013-11-28T01:00:00Z
2013,11,27,2042,2040,2,32,2359,33,B6,523,N638JB,JFK,LAX,340,2475,20,40,2013-11-28T01:00:00Z
2013,11,27,2050,2050,0,145,135,10,UA,1071,N13750,EWR,BQN,219,1585,20,50,2013-11-28T01:00:00Z
2013,11,27,2059,2000,59,46,2325,81,VX,415,N623VA,JFK,LAX,342,2475,20,0,2013-11-28T01:00:00Z
2013,11,27,2106,2025,41,26,2340,46,UA,314,N590UA,JFK,LAX,331,2475,20,25,2013-11-28T01:00:00Z
2013,11,27,2149,2135,14,56,55,1,AA,185,N336AA,JFK,LAX,325,2475,21,35,2013-11-28T02:00:00Z
2013,11,27,2310,2120,110,200,100,60,UA,1450,N75433,EWR,SFO,332,2565,21,20,2013-11-28T02:00:00Z
2013,11,27,2352,2359,-7,503,437,26,B6,839,N615JB,JFK,BQN,221,1576,23,59,2013-11-28T04:00:00Z
2013,11,27,NA,1025,NA,NA,1400,NA,UA,642,NA,JFK,SFO,NA,2586,10,25,2013-11-27T15:00:00Z
2013,11,28,545,550,-5,1033,1027,6,B6,939,N636JB,JFK,BQN,211,1576,5,50,2013-11-28T10:00:00Z
2013,11,28,601,600,1,929,933,-4,UA,303,N587UA,JFK,SFO,353,2586,6,0,2013-11-28T11:00:00Z
2013,11,28,601,600,1,912,933,-21,UA,1668,N38467,EWR,SFO,348,2565,6,0,2013-11-28T11:00:00Z
2013,11,28,634,639,-5,941,955,-14,UA,1439,N36207,EWR,LAX,341,2454,6,39,2013-11-28T11:00:00Z
2013,11,28,636,639,-3,933,1002,-29,UA,398,N510UA,JFK,LAX,333,2475,6,39,2013-11-28T11:00:00Z
2013,11,28,656,700,-4,1026,1025,1,VX,399,N626VA,JFK,LAX,363,2475,7,0,2013-11-28T12:00:00Z
2013,11,28,659,700,-1,1016,1031,-15,DL,430,N705TW,JFK,SFO,346,2586,7,0,2013-11-28T12:00:00Z
2013,11,28,700,700,0,1009,1015,-6,B6,23,N805JB,JFK,LAX,345,2475,7,0,2013-11-28T12:00:00Z
2013,11,28,725,730,-5,1111,1110,1,VX,11,N845VA,JFK,SFO,374,2586,7,30,2013-11-28T12:00:00Z
2013,11,28,729,710,19,1053,1029,24,UA,342,N556UA,EWR,SFO,344,2565,7,10,2013-11-28T12:00:00Z
2013,11,28,729,730,-1,1044,1046,-2,UA,785,N845UA,EWR,LAX,350,2454,7,30,2013-11-28T12:00:00Z
2013,11,28,729,730,-1,1036,1050,-14,AA,33,N339AA,JFK,LAX,339,2475,7,30,2013-11-28T12:00:00Z
2013,11,28,730,730,0,1044,1105,-21,VX,183,N851VA,EWR,SFO,355,2565,7,30,2013-11-28T12:00:00Z
2013,11,28,756,800,-4,1107,1135,-28,AA,59,N348AA,JFK,SFO,343,2586,8,0,2013-11-28T13:00:00Z
2013,11,28,804,806,-2,1116,1140,-24,UA,281,N573UA,EWR,SFO,345,2565,8,6,2013-11-28T13:00:00Z
2013,11,28,823,830,-7,1131,1152,-21,UA,443,N512UA,JFK,LAX,332,2475,8,30,2013-11-28T13:00:00Z
2013,11,28,848,850,-2,1211,1228,-17,B6,15,N806JB,JFK,SFO,353,2586,8,50,2013-11-28T13:00:00Z
2013,11,28,852,857,-5,1215,1210,5,UA,997,N585UA,EWR,LAX,336,2454,8,57,2013-11-28T13:00:00Z
2013,11,28,852,900,-8,1155,1225,-30,AA,1,N319AA,JFK,LAX,334,2475,9,0,2013-11-28T14:00:00Z
2013,11,28,854,900,-6,1224,1213,11,DL,422,N713TW,JFK,LAX,348,2475,9,0,2013-11-28T14:00:00Z
2013,11,28,855,900,-5,1223,1213,10,DL,472,N723TW,JFK,LAX,350,2475,9,0,2013-11-28T14:00:00Z
2013,11,28,903,905,-2,1214,1225,-11,VX,161,N852VA,EWR,LAX,346,2454,9,5,2013-11-28T14:00:00Z
2013,11,28,915,907,8,1234,1239,-5,UA,394,N832UA,EWR,SFO,351,2565,9,7,2013-11-28T14:00:00Z
2013,11,28,924,920,4,1238,1245,-7,VX,407,N625VA,JFK,LAX,349,2475,9,20,2013-11-28T14:00:00Z
2013,11,28,938,921,17,1248,1235,13,B6,223,N703JB,JFK,LAX,348,2475,9,21,2013-11-28T14:00:00Z
2013,11,28,949,950,-1,1259,1310,-11,UA,1735,N15712,EWR,LAX,346,2454,9,50,2013-11-28T14:00:00Z
2013,11,28,1000,1001,-1,1315,1330,-15,UA,1289,N38473,EWR,SFO,349,2565,10,1,2013-11-28T15:00:00Z
2013,11,28,1020,1030,-10,1332,1405,-33,VX,187,N632VA,EWR,SFO,353,2565,10,30,2013-11-28T15:00:00Z
2013,11,28,1024,1030,-6,1316,1340,-24,AA,19,N335AA,JFK,LAX,328,2475,10,30,2013-11-28T15:00:00Z
2013,11,28,1028,1025,3,1344,1400,-16,UA,642,N546UA,JFK,SFO,342,2586,10,25,2013-11-28T15:00:00Z
2013,11,28,1038,1030,8,1349,1355,-6,AA,179,N393AA,JFK,SFO,347,2586,10,30,2013-11-28T15:00:00Z
2013,11,28,1045,1035,10,1408,1405,3,VX,23,N638VA,JFK,SFO,360,2586,10,35,2013-11-28T15:00:00Z
2013,11,28,1206,1200,6,1517,1513,4,DL,423,N723TW,JFK,LAX,340,2475,12,0,2013-11-28T17:00:00Z
2013,11,28,1252,1300,-8,1604,1620,-16,VX,411,N628VA,JFK,LAX,351,2475,13,0,2013-11-28T18:00:00Z
2013,11,28,1256,1300,-4,1630,1610,20,VX,165,N630VA,EWR,LAX,351,2454,13,0,2013-11-28T18:00:00Z
2013,11,28,1258,1151,67,1607,1459,68,B6,323,N768JB,JFK,LAX,344,2475,11,51,2013-11-28T16:00:00Z
2013,11,28,1348,1345,3,1649,1703,-14,UA,1054,N17139,EWR,LAX,345,2454,13,45,2013-11-28T18:00:00Z
2013,11,28,1358,1357,1,1701,1728,-27,UA,1663,N14230,EWR,SFO,339,2565,13,57,2013-11-28T18:00:00Z
2013,11,28,1420,1200,140,1705,1510,115,AA,3,N327AA,JFK,LAX,331,2475,12,0,2013-11-28T17:00:00Z
2013,11,28,1505,1459,6,1813,1819,-6,UA,1600,N47414,EWR,LAX,343,2454,14,59,2013-11-28T19:00:00Z
2013,11,28,1529,1530,-1,1841,1905,-24,UA,257,N590UA,JFK,SFO,347,2586,15,30,2013-11-28T20:00:00Z
2013,11,28,1538,1530,8,1852,1852,0,DL,424,N721TW,JFK,LAX,337,2475,15,30,2013-11-28T20:00:00Z
2013,11,28,1554,1455,59,1841,1819,22,UA,841,N588UA,JFK,LAX,328,2475,14,55,2013-11-28T19:00:00Z
2013,11,28,1631,1600,31,1935,1940,-5,DL,409,N624AG,JFK,SFO,345,2586,16,0,2013-11-28T21:00:00Z
2013,11,28,1649,1645,4,1945,2010,-25,AA,181,N328AA,JFK,LAX,338,2475,16,45,2013-11-28T21:00:00Z
2013,11,28,1653,1655,-2,2007,2025,-18,VX,413,N623VA,JFK,LAX,352,2475,16,55,2013-11-28T21:00:00Z
2013,11,28,1729,1729,0,2024,2111,-47,UA,1284,N75428,EWR,SFO,338,2565,17,29,2013-11-28T22:00:00Z
2013,11,28,1735,1730,5,2054,2106,-12,B6,415,N627JB,JFK,SFO,350,2586,17,30,2013-11-28T22:00:00Z
2013,11,28,1742,1745,-3,2100,2125,-25,AA,177,N336AA,JFK,SFO,350,2586,17,45,2013-11-28T22:00:00Z
2013,11,28,1805,1804,1,2115,2130,-15,UA,1022,N37252,EWR,LAX,348,2454,18,4,2013-11-28T23:00:00Z
2013,11,28,1812,1815,-3,2133,2135,-2,DL,426,N718TW,JFK,LAX,341,2475,18,15,2013-11-28T23:00:00Z
2013,11,28,1821,1820,1,2136,2145,-9,AA,119,N3KNAA,EWR,LAX,348,2454,18,20,2013-11-28T23:00:00Z
2013,11,28,1900,1900,0,2208,2243,-35,DL,435,N704X,JFK,SFO,346,2586,19,0,2013-11-29T00:00:00Z
2013,11,28,2129,2135,-6,38,55,-17,AA,185,N338AA,JFK,LAX,347,2475,21,35,2013-11-29T02:00:00Z
2013,11,29,545,550,-5,1023,1027,-4,B6,939,N779JB,JFK,BQN,201,1576,5,50,2013-11-29T10:00:00Z
2013,11,29,653,700,-7,1005,1015,-10,B6,23,N593JB,JFK,LAX,341,2475,7,0,2013-11-29T12:00:00Z
2013,11,29,716,710,6,1029,1029,0,UA,281,N562UA,EWR,SFO,355,2565,7,10,2013-11-29T12:00:00Z
2013,11,29,725,729,-4,1038,1045,-7,UA,997,N832UA,EWR,LAX,352,2454,7,29,2013-11-29T12:00:00Z
2013,11,29,727,730,-3,1051,1110,-19,VX,11,N839VA,JFK,SFO,363,2586,7,30,2013-11-29T12:00:00Z
2013,11,29,753,800,-7,1110,1136,-26,UA,397,N502UA,JFK,SFO,355,2586,8,0,2013-11-29T13:00:00Z
2013,11,29,758,803,-5,1120,1143,-23,UA,1289,N38424,EWR,SFO,360,2565,8,3,2013-11-29T13:00:00Z
2013,11,29,759,800,-1,1122,1135,-13,AA,59,N348AA,JFK,SFO,365,2586,8,0,2013-11-29T13:00:00Z
2013,11,29,827,830,-3,1145,1152,-7,UA,443,N546UA,JFK,LAX,345,2475,8,30,2013-11-29T13:00:00Z
2013,11,29,856,900,-4,1215,1225,-10,AA,1,N339AA,JFK,LAX,341,2475,9,0,2013-11-29T14:00:00Z
2013,11,29,903,850,13,1234,1228,6,B6,15,N805JB,JFK,SFO,362,2586,8,50,2013-11-29T13:00:00Z
2013,11,29,904,900,4,1212,1228,-16,DL,469,N706TW,JFK,SFO,345,2586,9,0,2013-11-29T14:00:00Z
2013,11,29,906,900,6,1225,1215,10,DL,472,N704X,JFK,LAX,344,2475,9,0,2013-11-29T14:00:00Z
2013,11,29,923,921,2,1243,1235,8,B6,223,N643JB,JFK,LAX,355,2475,9,21,2013-11-29T14:00:00Z
2013,11,29,930,920,10,1246,1245,1,VX,407,N621VA,JFK,LAX,352,2475,9,20,2013-11-29T14:00:00Z
2013,11,29,948,950,-2,1300,1310,-10,UA,1735,N27722,EWR,LAX,355,2454,9,50,2013-11-29T14:00:00Z
2013,11,29,1004,1001,3,1322,1330,-8,UA,1480,N38443,EWR,SFO,355,2565,10,1,2013-11-29T15:00:00Z
2013,11,29,1022,1025,-3,1342,1400,-18,UA,642,N510UA,JFK,SFO,359,2586,10,25,2013-11-29T15:00:00Z
2013,11,29,1022,1030,-8,1327,1340,-13,AA,19,N336AA,JFK,LAX,343,2475,10,30,2013-11-29T15:00:00Z
2013,11,29,1023,1030,-7,1320,1405,-45,VX,187,N626VA,EWR,SFO,342,2565,10,30,2013-11-29T15:00:00Z
2013,11,29,1044,1040,4,1412,1410,2,VX,23,N631VA,JFK,SFO,366,2586,10,40,2013-11-29T15:00:00Z
2013,11,29,1106,1107,-1,1416,1436,-20,UA,1479,N14219,EWR,LAX,353,2454,11,7,2013-11-29T16:00:00Z
2013,11,29,1107,1119,-12,1442,1432,10,UA,703,N598UA,JFK,LAX,365,2475,11,19,2013-11-29T16:00:00Z
2013,11,29,1152,1200,-8,1516,1526,-10,UA,766,N589UA,JFK,SFO,352,2586,12,0,2013-11-29T17:00:00Z
2013,11,29,1157,1200,-3,1523,1516,7,DL,423,N188DN,JFK,LAX,360,2475,12,0,2013-11-29T17:00:00Z
2013,11,29,1200,1142,18,1512,1518,-6,UA,1120,N38459,EWR,SFO,353,2565,11,42,2013-11-29T16:00:00Z
2013,11,29,1257,1300,-3,1607,1610,-3,VX,165,N635VA,EWR,LAX,348,2454,13,0,2013-11-29T18:00:00Z
2013,11,29,1301,1300,1,1622,1620,2,VX,411,N848VA,JFK,LAX,362,2475,13,0,2013-11-29T18:00:00Z
2013,11,29,1320,1300,20,1615,1625,-10,DL,432,N702TW,JFK,SFO,336,2586,13,0,2013-11-29T18:00:00Z
2013,11,29,1326,1325,1,1650,1643,7,UA,1054,N17233,EWR,LAX,358,2454,13,25,2013-11-29T18:00:00Z
